"Method","Cov","Width","Time","Dataset","Trial","Shock_Probability"
"SCP",0.999,24.3412442836342,0,"LogNormal",61,0.4
"RSA-CP (OT) (Ours)",0.9835,12.0570962784218,0,"LogNormal",61,0.4
"SCP",0.999,24.3412442836342,0,"LogNormal",61,0.5
"RSA-CP (OT) (Ours)",0.9795,11.0903853788345,0.00999999999999091,"LogNormal",61,0.5
"SCP",0.954,6.70945263577547,0,"Student-t",61,0
"RSA-CP (OT) (Ours)",0.9205,5.1299639192767,0,"Student-t",61,0
"SCP",0.954,6.70945263577547,0,"Student-t",61,0.1
"RSA-CP (OT) (Ours)",0.923,5.23663352157979,0,"Student-t",61,0.1
"SCP",0.954,6.70945263577547,0,"Student-t",61,0.2
"RSA-CP (OT) (Ours)",0.9205,5.12582526696649,0.0200000000000102,"Student-t",61,0.2
"SCP",0.954,6.70945263577547,0,"Student-t",61,0.3
"RSA-CP (OT) (Ours)",0.9175,5.06513040667793,0,"Student-t",61,0.3
"SCP",0.954,6.70945263577547,0,"Student-t",61,0.4
"RSA-CP (OT) (Ours)",0.9175,5.06619325494803,0,"Student-t",61,0.4
"SCP",0.954,6.70945263577547,0,"Student-t",61,0.5
"RSA-CP (OT) (Ours)",0.897,4.64888771687079,0.0199999999999818,"Student-t",61,0.5
"SCP",0.976,10.3078486512235,0,"LogNormal",62,0
"RSA-CP (OT) (Ours)",0.9355,7.6835593742526,0,"LogNormal",62,0
"SCP",0.976,10.3078486512235,0,"LogNormal",62,0.1
"RSA-CP (OT) (Ours)",0.9445,8.05238496900979,0,"LogNormal",62,0.1
"SCP",0.976,10.3078486512235,0,"LogNormal",62,0.2
"RSA-CP (OT) (Ours)",0.935,7.65358858508785,0.0100000000000193,"LogNormal",62,0.2
"SCP",0.976,10.3078486512235,0,"LogNormal",62,0.3
"RSA-CP (OT) (Ours)",0.935,7.62710945031377,0,"LogNormal",62,0.3
"SCP",0.976,10.3078486512235,0,"LogNormal",62,0.4
"RSA-CP (OT) (Ours)",0.9355,7.67729380361314,0,"LogNormal",62,0.4
"SCP",0.976,10.3078486512235,0,"LogNormal",62,0.5
"RSA-CP (OT) (Ours)",0.935,7.64419615433781,0.0199999999999818,"LogNormal",62,0.5
"SCP",0.8505,3.82510387051212,0,"Student-t",62,0
"RSA-CP (OT) (Ours)",0.7015,2.50186007856094,0,"Student-t",62,0
"SCP",0.8505,3.82510387051212,0,"Student-t",62,0.1
"RSA-CP (OT) (Ours)",0.73,2.7001184341819,0,"Student-t",62,0.1
"SCP",0.8505,3.82510387051212,0,"Student-t",62,0.2
"RSA-CP (OT) (Ours)",0.713,2.58084674986154,0,"Student-t",62,0.2
"SCP",0.8505,3.82510387051212,0,"Student-t",62,0.3
"RSA-CP (OT) (Ours)",0.713,2.58210755909879,0,"Student-t",62,0.3
"SCP",0.8505,3.82510387051212,0,"Student-t",62,0.4
"RSA-CP (OT) (Ours)",0.641,2.16084747739231,0,"Student-t",62,0.4
"SCP",0.8505,3.82510387051212,0,"Student-t",62,0.5
"RSA-CP (OT) (Ours)",0.683,2.38382146357264,0.0199999999999818,"Student-t",62,0.5
"SCP",0.986,12.5372848390094,0,"LogNormal",63,0
"RSA-CP (OT) (Ours)",0.964,9.10905282306332,0,"LogNormal",63,0
"SCP",0.986,12.5372848390094,0,"LogNormal",63,0.1
"RSA-CP (OT) (Ours)",0.966,9.2186003835169,0.0100000000000193,"LogNormal",63,0.1
"SCP",0.986,12.5372848390094,0,"LogNormal",63,0.2
"RSA-CP (OT) (Ours)",0.9665,9.2960268461017,0,"LogNormal",63,0.2
"SCP",0.986,12.5372848390094,0,"LogNormal",63,0.3
"RSA-CP (OT) (Ours)",0.964,9.04294305812638,0,"LogNormal",63,0.3
"SCP",0.986,12.5372848390094,0,"LogNormal",63,0.4
"RSA-CP (OT) (Ours)",0.9645,9.13828617482237,0.0199999999999818,"LogNormal",63,0.4
"SCP",0.986,12.5372848390094,0,"LogNormal",63,0.5
"RSA-CP (OT) (Ours)",0.964,9.10390761373458,0,"LogNormal",63,0.5
"SCP",0.9435,6.07933513556995,0,"Student-t",63,0
"RSA-CP (OT) (Ours)",0.9095,4.93515548970069,0,"Student-t",63,0
"SCP",0.9435,6.07933513556995,0,"Student-t",63,0.1
"RSA-CP (OT) (Ours)",0.9015,4.75995569254179,0.0200000000000102,"Student-t",63,0.1
"SCP",0.9435,6.07933513556995,0,"Student-t",63,0.2
"RSA-CP (OT) (Ours)",0.9075,4.89979486276361,0,"Student-t",63,0.2
"SCP",0.9435,6.07933513556995,0,"Student-t",63,0.3
"RSA-CP (OT) (Ours)",0.8865,4.43238286617331,0,"Student-t",63,0.3
"SCP",0.9435,6.07933513556995,0,"Student-t",63,0.4
"RSA-CP (OT) (Ours)",0.897,4.65024090087077,0,"Student-t",63,0.4
"SCP",0.9435,6.07933513556995,0,"Student-t",63,0.5
"RSA-CP (OT) (Ours)",0.9115,4.96742481838866,0.00999999999999091,"Student-t",63,0.5
"SCP",0.977,10.5427317126809,0,"LogNormal",64,0
"RSA-CP (OT) (Ours)",0.9455,8.22463306136469,0.0200000000000102,"LogNormal",64,0
"SCP",0.977,10.5427317126809,0,"LogNormal",64,0.1
"RSA-CP (OT) (Ours)",0.9475,8.29791871433287,0,"LogNormal",64,0.1
"SCP",0.977,10.5427317126809,0,"LogNormal",64,0.2
"RSA-CP (OT) (Ours)",0.943,7.92155539013923,0,"LogNormal",64,0.2
"SCP",0.977,10.5427317126809,0,"LogNormal",64,0.3
"RSA-CP (OT) (Ours)",0.943,7.96300312527897,0,"LogNormal",64,0.3
"SCP",0.977,10.5427317126809,0,"LogNormal",64,0.4
"RSA-CP (OT) (Ours)",0.9425,7.91375196951347,0,"LogNormal",64,0.4
"SCP",0.977,10.5427317126809,0,"LogNormal",64,0.5
"RSA-CP (OT) (Ours)",0.943,7.9930825946782,0,"LogNormal",64,0.5
"SCP",0.9345,5.61766024818617,0,"Student-t",64,0
"RSA-CP (OT) (Ours)",0.9245,5.28256648293146,0,"Student-t",64,0
"SCP",0.9345,5.61766024818617,0,"Student-t",64,0.1
"RSA-CP (OT) (Ours)",0.9245,5.29061686089502,0.0200000000000102,"Student-t",64,0.1
"SCP",0.9345,5.61766024818617,0,"Student-t",64,0.2
"RSA-CP (OT) (Ours)",0.9125,4.98285275889879,0,"Student-t",64,0.2
"SCP",0.9345,5.61766024818617,0,"Student-t",64,0.3
"RSA-CP (OT) (Ours)",0.926,5.31157616222356,0,"Student-t",64,0.3
"SCP",0.9345,5.61766024818617,0,"Student-t",64,0.4
"RSA-CP (OT) (Ours)",0.923,5.21545380721989,0.00999999999999091,"Student-t",64,0.4
"SCP",0.9345,5.61766024818617,0,"Student-t",64,0.5
"RSA-CP (OT) (Ours)",0.9195,5.11788010780698,0,"Student-t",64,0.5
"SCP",0.9235,7.2200161082892,0,"LogNormal",65,0
"RSA-CP (OT) (Ours)",0.834,5.31215812279769,0.0200000000000102,"LogNormal",65,0
"SCP",0.9235,7.2200161082892,0,"LogNormal",65,0.1
"RSA-CP (OT) (Ours)",0.8355,5.33134971875558,0,"LogNormal",65,0.1
"SCP",0.9235,7.2200161082892,0,"LogNormal",65,0.2
"RSA-CP (OT) (Ours)",0.827,5.21374552418379,0,"LogNormal",65,0.2
"SCP",0.9235,7.2200161082892,0,"LogNormal",65,0.3
"RSA-CP (OT) (Ours)",0.803,4.92772491728433,0,"LogNormal",65,0.3
"SCP",0.9235,7.2200161082892,0,"LogNormal",65,0.4
"RSA-CP (OT) (Ours)",0.786,4.75069854761364,0,"LogNormal",65,0.4
"SCP",0.9235,7.2200161082892,0,"LogNormal",65,0.5
"RSA-CP (OT) (Ours)",0.801,4.88978475931911,0,"LogNormal",65,0.5
"SCP",0.896,4.63462071623376,0,"Student-t",65,0
"RSA-CP (OT) (Ours)",0.773,3.01462202122955,0,"Student-t",65,0
"SCP",0.896,4.63462071623376,0,"Student-t",65,0.1
"RSA-CP (OT) (Ours)",0.803,3.28778067820591,0,"Student-t",65,0.1
"SCP",0.896,4.63462071623376,0,"Student-t",65,0.2
"RSA-CP (OT) (Ours)",0.772,3.00274543586781,0,"Student-t",65,0.2
"SCP",0.896,4.63462071623376,0,"Student-t",65,0.3
"RSA-CP (OT) (Ours)",0.752,2.84448288440237,0,"Student-t",65,0.3
"SCP",0.896,4.63462071623376,0,"Student-t",65,0.4
"RSA-CP (OT) (Ours)",0.7255,2.67444149761183,0.0199999999999818,"Student-t",65,0.4
"SCP",0.896,4.63462071623376,0,"Student-t",65,0.5
"RSA-CP (OT) (Ours)",0.772,2.99800689391142,0,"Student-t",65,0.5
"SCP",0.961,8.91220153825009,0,"LogNormal",66,0
"RSA-CP (OT) (Ours)",0.943,7.94032987882796,0.0100000000000193,"LogNormal",66,0
"SCP",0.961,8.91220153825009,0,"LogNormal",66,0.1
"RSA-CP (OT) (Ours)",0.9425,7.91555416953697,0,"LogNormal",66,0.1
"SCP",0.961,8.91220153825009,0,"LogNormal",66,0.2
"RSA-CP (OT) (Ours)",0.9435,8.02857087932394,0,"LogNormal",66,0.2
"SCP",0.961,8.91220153825009,0,"LogNormal",66,0.3
"RSA-CP (OT) (Ours)",0.9325,7.5335823804779,0.0199999999999818,"LogNormal",66,0.3
"SCP",0.961,8.91220153825009,0,"LogNormal",66,0.4
"RSA-CP (OT) (Ours)",0.943,8.00498195478329,0,"LogNormal",66,0.4
"SCP",0.961,8.91220153825009,0,"LogNormal",66,0.5
"RSA-CP (OT) (Ours)",0.9425,7.91200184925197,0,"LogNormal",66,0.5
"SCP",0.9435,6.08313680755801,0,"Student-t",66,0
"RSA-CP (OT) (Ours)",0.936,5.68231635130548,0.0100000000000193,"Student-t",66,0
"SCP",0.9435,6.08313680755801,0,"Student-t",66,0.1
"RSA-CP (OT) (Ours)",0.9175,5.08604563622286,0,"Student-t",66,0.1
"SCP",0.9435,6.08313680755801,0,"Student-t",66,0.2
"RSA-CP (OT) (Ours)",0.9345,5.60023855020907,0,"Student-t",66,0.2
"SCP",0.9435,6.08313680755801,0,"Student-t",66,0.3
"RSA-CP (OT) (Ours)",0.9365,5.69536093021598,0,"Student-t",66,0.3
"SCP",0.9435,6.08313680755801,0,"Student-t",66,0.4
"RSA-CP (OT) (Ours)",0.9365,5.73927263520816,0,"Student-t",66,0.4
"SCP",0.9435,6.08313680755801,0,"Student-t",66,0.5
"RSA-CP (OT) (Ours)",0.933,5.57792681577572,0,"Student-t",66,0.5
"SCP",0.8975,6.46990070455524,0,"LogNormal",67,0
"RSA-CP (OT) (Ours)",0.84,5.39561297211635,0,"LogNormal",67,0
"SCP",0.8975,6.46990070455524,0,"LogNormal",67,0.1
"RSA-CP (OT) (Ours)",0.803,4.91478166989542,0,"LogNormal",67,0.1
"SCP",0.8975,6.46990070455524,0,"LogNormal",67,0.2
"RSA-CP (OT) (Ours)",0.853,5.55817647177245,0.0199999999999818,"LogNormal",67,0.2
"SCP",0.8975,6.46990070455524,0,"LogNormal",67,0.3
"RSA-CP (OT) (Ours)",0.846,5.49967739297648,0,"LogNormal",67,0.3
"SCP",0.8975,6.46990070455524,0,"LogNormal",67,0.4
"RSA-CP (OT) (Ours)",0.8315,5.28040933793036,0,"LogNormal",67,0.4
"SCP",0.8975,6.46990070455524,0,"LogNormal",67,0.5
"RSA-CP (OT) (Ours)",0.768,4.50855129219616,0,"LogNormal",67,0.5
"SCP",0.9565,6.83215523929188,0,"Student-t",67,0
"RSA-CP (OT) (Ours)",0.94,5.91329704164258,0.0200000000000102,"Student-t",67,0
"SCP",0.9565,6.83215523929188,0,"Student-t",67,0.1
"RSA-CP (OT) (Ours)",0.9385,5.84239675791051,0,"Student-t",67,0.1
"SCP",0.9565,6.83215523929188,0,"Student-t",67,0.2
"RSA-CP (OT) (Ours)",0.94,5.89790161152336,0,"Student-t",67,0.2
"SCP",0.9565,6.83215523929188,0,"Student-t",67,0.3
"RSA-CP (OT) (Ours)",0.9405,5.91926624310241,0.00999999999999091,"Student-t",67,0.3
"SCP",0.9565,6.83215523929188,0,"Student-t",67,0.4
"RSA-CP (OT) (Ours)",0.9405,5.96308877489472,0,"Student-t",67,0.4
"SCP",0.9565,6.83215523929188,0,"Student-t",67,0.5
"RSA-CP (OT) (Ours)",0.9365,5.70273826115239,0,"Student-t",67,0.5
"SCP",0.9955,16.1792634781503,0,"LogNormal",68,0
"RSA-CP (OT) (Ours)",0.9935,14.6037544471682,0,"LogNormal",68,0
"SCP",0.9955,16.1792634781503,0,"LogNormal",68,0.1
"RSA-CP (OT) (Ours)",0.9925,14.0544145154924,0,"LogNormal",68,0.1
"SCP",0.9955,16.1792634781503,0,"LogNormal",68,0.2
"RSA-CP (OT) (Ours)",0.991,13.8570156653418,0,"LogNormal",68,0.2
"SCP",0.9955,16.1792634781503,0,"LogNormal",68,0.3
"RSA-CP (OT) (Ours)",0.991,13.8395869666919,0,"LogNormal",68,0.3
"SCP",0.9955,16.1792634781503,0,"LogNormal",68,0.4
"RSA-CP (OT) (Ours)",0.9925,14.0707291678114,0,"LogNormal",68,0.4
"SCP",0.9955,16.1792634781503,0,"LogNormal",68,0.5
"RSA-CP (OT) (Ours)",0.9925,14.1841381740878,0,"LogNormal",68,0.5
"SCP",0.957,6.84688836040177,0.0200000000000102,"Student-t",68,0
"RSA-CP (OT) (Ours)",0.904,4.83512868627891,0,"Student-t",68,0
"SCP",0.957,6.84688836040177,0.0200000000000102,"Student-t",68,0.1
"RSA-CP (OT) (Ours)",0.9215,5.16917045252319,0,"Student-t",68,0.1
"SCP",0.957,6.84688836040177,0.0200000000000102,"Student-t",68,0.2
"RSA-CP (OT) (Ours)",0.9015,4.75475341498036,0.00999999999999091,"Student-t",68,0.2
"SCP",0.957,6.84688836040177,0.0200000000000102,"Student-t",68,0.3
"RSA-CP (OT) (Ours)",0.901,4.72533830495973,0,"Student-t",68,0.3
"SCP",0.957,6.84688836040177,0.0200000000000102,"Student-t",68,0.4
"RSA-CP (OT) (Ours)",0.905,4.85455749446068,0,"Student-t",68,0.4
"SCP",0.957,6.84688836040177,0.0200000000000102,"Student-t",68,0.5
"RSA-CP (OT) (Ours)",0.885,4.4209172405321,0,"Student-t",68,0.5
"SCP",0.999,23.7604665627689,0,"LogNormal",69,0
"RSA-CP (OT) (Ours)",0.9765,10.4038740162249,0,"LogNormal",69,0
"SCP",0.999,23.7604665627689,0,"LogNormal",69,0.1
"RSA-CP (OT) (Ours)",0.975,10.1979134650886,0,"LogNormal",69,0.1
"SCP",0.999,23.7604665627689,0,"LogNormal",69,0.2
"RSA-CP (OT) (Ours)",0.983,12.0068063863594,0.00999999999999091,"LogNormal",69,0.2
"SCP",0.999,23.7604665627689,0,"LogNormal",69,0.3
"RSA-CP (OT) (Ours)",0.9725,9.7686178519651,0,"LogNormal",69,0.3
"SCP",0.999,23.7604665627689,0,"LogNormal",69,0.4
"RSA-CP (OT) (Ours)",0.9725,9.72660006351548,0,"LogNormal",69,0.4
"SCP",0.999,23.7604665627689,0,"LogNormal",69,0.5
"RSA-CP (OT) (Ours)",0.971,9.60544210193908,0.0200000000000102,"LogNormal",69,0.5
"SCP",0.942,6.01449265098697,0,"Student-t",69,0
"RSA-CP (OT) (Ours)",0.9385,5.85728347015606,0,"Student-t",69,0
"SCP",0.942,6.01449265098697,0,"Student-t",69,0.1
"RSA-CP (OT) (Ours)",0.9365,5.69599222038619,0,"Student-t",69,0.1
"SCP",0.942,6.01449265098697,0,"Student-t",69,0.2
"RSA-CP (OT) (Ours)",0.936,5.67017956184224,0.0199999999999818,"Student-t",69,0.2
"SCP",0.942,6.01449265098697,0,"Student-t",69,0.3
"RSA-CP (OT) (Ours)",0.937,5.78419000201917,0,"Student-t",69,0.3
"SCP",0.942,6.01449265098697,0,"Student-t",69,0.4
"RSA-CP (OT) (Ours)",0.9285,5.38620771596566,0,"Student-t",69,0.4
"SCP",0.942,6.01449265098697,0,"Student-t",69,0.5
"RSA-CP (OT) (Ours)",0.9355,5.6416074350121,0.0100000000000193,"Student-t",69,0.5
"SCP",0.956,8.581846001275,0,"LogNormal",70,0
"RSA-CP (OT) (Ours)",0.943,7.9366707148669,0,"LogNormal",70,0
"SCP",0.956,8.581846001275,0,"LogNormal",70,0.1
"RSA-CP (OT) (Ours)",0.935,7.65880719508262,0,"LogNormal",70,0.1
"SCP",0.956,8.581846001275,0,"LogNormal",70,0.2
"RSA-CP (OT) (Ours)",0.9355,7.69002961675481,0,"LogNormal",70,0.2
"SCP",0.956,8.581846001275,0,"LogNormal",70,0.3
"RSA-CP (OT) (Ours)",0.9365,7.74123210812077,0,"LogNormal",70,0.3
"SCP",0.956,8.581846001275,0,"LogNormal",70,0.4
"RSA-CP (OT) (Ours)",0.939,7.85324700825779,0,"LogNormal",70,0.4
"SCP",0.956,8.581846001275,0,"LogNormal",70,0.5
"RSA-CP (OT) (Ours)",0.934,7.6017020844014,0,"LogNormal",70,0.5
"SCP",0.997,20.6936701896207,0,"Student-t",70,0
"RSA-CP (OT) (Ours)",0.965,7.53741108555959,0,"Student-t",70,0
"SCP",0.997,20.6936701896207,0,"Student-t",70,0.1
"RSA-CP (OT) (Ours)",0.9815,9.63256318301361,0.0199999999999818,"Student-t",70,0.1
"SCP",0.997,20.6936701896207,0,"Student-t",70,0.2
"RSA-CP (OT) (Ours)",0.973,8.17305354949713,0,"Student-t",70,0.2
"SCP",0.997,20.6936701896207,0,"Student-t",70,0.3
"RSA-CP (OT) (Ours)",0.978,8.80154284289855,0,"Student-t",70,0.3
"SCP",0.997,20.6936701896207,0,"Student-t",70,0.4
"RSA-CP (OT) (Ours)",0.952,6.579418192917,0.0100000000000193,"Student-t",70,0.4
"SCP",0.997,20.6936701896207,0,"Student-t",70,0.5
"RSA-CP (OT) (Ours)",0.958,7.02653497518584,0,"Student-t",70,0.5
"SCP",0.9465,8.27488953921621,0,"LogNormal",71,0
"RSA-CP (OT) (Ours)",0.926,7.30302462289646,0.0199999999999818,"LogNormal",71,0
"SCP",0.9465,8.27488953921621,0,"LogNormal",71,0.1
"RSA-CP (OT) (Ours)",0.9235,7.20567196611038,0,"LogNormal",71,0.1
"SCP",0.9465,8.27488953921621,0,"LogNormal",71,0.2
"RSA-CP (OT) (Ours)",0.9225,7.18548697552458,0,"LogNormal",71,0.2
"SCP",0.9465,8.27488953921621,0,"LogNormal",71,0.3
"RSA-CP (OT) (Ours)",0.9115,6.8321395300459,0,"LogNormal",71,0.3
"SCP",0.9465,8.27488953921621,0,"LogNormal",71,0.4
"RSA-CP (OT) (Ours)",0.9215,7.12170033418013,0,"LogNormal",71,0.4
"SCP",0.9465,8.27488953921621,0,"LogNormal",71,0.5
"RSA-CP (OT) (Ours)",0.918,7.0284117085756,0,"LogNormal",71,0.5
"SCP",0.989,11.4877543778788,0,"Student-t",71,0
"RSA-CP (OT) (Ours)",0.928,5.36761506958806,0,"Student-t",71,0
"SCP",0.989,11.4877543778788,0,"Student-t",71,0.1
"RSA-CP (OT) (Ours)",0.952,6.57654405262424,0.00999999999999091,"Student-t",71,0.1
"SCP",0.989,11.4877543778788,0,"Student-t",71,0.2
"RSA-CP (OT) (Ours)",0.936,5.66512559635976,0,"Student-t",71,0.2
"SCP",0.989,11.4877543778788,0,"Student-t",71,0.3
"RSA-CP (OT) (Ours)",0.9235,5.24883518396235,0.0200000000000102,"Student-t",71,0.3
"SCP",0.989,11.4877543778788,0,"Student-t",71,0.4
"RSA-CP (OT) (Ours)",0.9155,5.02359688683622,0,"Student-t",71,0.4
"SCP",0.989,11.4877543778788,0,"Student-t",71,0.5
"RSA-CP (OT) (Ours)",0.9435,6.09271551136907,0,"Student-t",71,0.5
"SCP",0.966,9.22544917807768,0,"LogNormal",72,0
"RSA-CP (OT) (Ours)",0.937,7.75143779040863,0,"LogNormal",72,0
"SCP",0.966,9.22544917807768,0,"LogNormal",72,0.1
"RSA-CP (OT) (Ours)",0.943,7.9186753075797,0,"LogNormal",72,0.1
"SCP",0.966,9.22544917807768,0,"LogNormal",72,0.2
"RSA-CP (OT) (Ours)",0.9385,7.82278451627591,0.0200000000000102,"LogNormal",72,0.2
"SCP",0.966,9.22544917807768,0,"LogNormal",72,0.3
"RSA-CP (OT) (Ours)",0.9345,7.61795036811427,0,"LogNormal",72,0.3
"SCP",0.966,9.22544917807768,0,"LogNormal",72,0.4
"RSA-CP (OT) (Ours)",0.937,7.76836989436363,0,"LogNormal",72,0.4
"SCP",0.966,9.22544917807768,0,"LogNormal",72,0.5
"RSA-CP (OT) (Ours)",0.9345,7.61990170331421,0,"LogNormal",72,0.5
"SCP",0.981,9.46342508623075,0,"Student-t",72,0
"RSA-CP (OT) (Ours)",0.9525,6.65802737043021,0.00999999999999091,"Student-t",72,0
"SCP",0.981,9.46342508623075,0,"Student-t",72,0.1
"RSA-CP (OT) (Ours)",0.958,7.03761381707753,0,"Student-t",72,0.1
"SCP",0.981,9.46342508623075,0,"Student-t",72,0.2
"RSA-CP (OT) (Ours)",0.952,6.58078909718846,0,"Student-t",72,0.2
"SCP",0.981,9.46342508623075,0,"Student-t",72,0.3
"RSA-CP (OT) (Ours)",0.952,6.59195145563573,0.0200000000000102,"Student-t",72,0.3
"SCP",0.981,9.46342508623075,0,"Student-t",72,0.4
"RSA-CP (OT) (Ours)",0.9485,6.32986828038768,0,"Student-t",72,0.4
"SCP",0.981,9.46342508623075,0,"Student-t",72,0.5
"RSA-CP (OT) (Ours)",0.945,6.20032475505695,0,"Student-t",72,0.5
"SCP",0.974,10.058100686258,0,"LogNormal",73,0
"RSA-CP (OT) (Ours)",0.962,8.95738306360272,0,"LogNormal",73,0
"SCP",0.974,10.058100686258,0,"LogNormal",73,0.1
"RSA-CP (OT) (Ours)",0.9605,8.88888505310015,0,"LogNormal",73,0.1
"SCP",0.974,10.058100686258,0,"LogNormal",73,0.2
"RSA-CP (OT) (Ours)",0.9565,8.62769958937335,0.0200000000000102,"LogNormal",73,0.2
"SCP",0.974,10.058100686258,0,"LogNormal",73,0.3
"RSA-CP (OT) (Ours)",0.959,8.81227220963671,0,"LogNormal",73,0.3
"SCP",0.974,10.058100686258,0,"LogNormal",73,0.4
"RSA-CP (OT) (Ours)",0.959,8.84182333159031,0,"LogNormal",73,0.4
"SCP",0.974,10.058100686258,0,"LogNormal",73,0.5
"RSA-CP (OT) (Ours)",0.959,8.80974945164676,0.0199999999999818,"LogNormal",73,0.5
"SCP",0.9925,12.3305257313119,0,"Student-t",73,0
"RSA-CP (OT) (Ours)",0.9495,6.38346494900763,0,"Student-t",73,0
"SCP",0.9925,12.3305257313119,0,"Student-t",73,0.1
"RSA-CP (OT) (Ours)",0.9575,6.89004717047885,0,"Student-t",73,0.1
"SCP",0.9925,12.3305257313119,0,"Student-t",73,0.2
"RSA-CP (OT) (Ours)",0.948,6.31790110320767,0.0100000000000193,"Student-t",73,0.2
"SCP",0.9925,12.3305257313119,0,"Student-t",73,0.3
"RSA-CP (OT) (Ours)",0.943,6.04900487695797,0,"Student-t",73,0.3
"SCP",0.9925,12.3305257313119,0,"Student-t",73,0.4
"RSA-CP (OT) (Ours)",0.9525,6.67284281922608,0,"Student-t",73,0.4
"SCP",0.9925,12.3305257313119,0,"Student-t",73,0.5
"RSA-CP (OT) (Ours)",0.9615,7.33194345495849,0.0199999999999818,"Student-t",73,0.5
"SCP",0.9715,9.67405787235065,0,"LogNormal",74,0
"RSA-CP (OT) (Ours)",0.959,8.82412721683596,0,"LogNormal",74,0
"SCP",0.9715,9.67405787235065,0,"LogNormal",74,0.1
"RSA-CP (OT) (Ours)",0.959,8.84500941366013,0,"LogNormal",74,0.1
"SCP",0.9715,9.67405787235065,0,"LogNormal",74,0.2
"RSA-CP (OT) (Ours)",0.9565,8.6369760951845,0,"LogNormal",74,0.2
"SCP",0.9715,9.67405787235065,0,"LogNormal",74,0.3
"RSA-CP (OT) (Ours)",0.959,8.7912476150557,0,"LogNormal",74,0.3
"SCP",0.9715,9.67405787235065,0,"LogNormal",74,0.4
"RSA-CP (OT) (Ours)",0.9495,8.39616561107553,0,"LogNormal",74,0.4
"SCP",0.9715,9.67405787235065,0,"LogNormal",74,0.5
"RSA-CP (OT) (Ours)",0.943,7.98623646825552,0.0199999999999818,"LogNormal",74,0.5
"SCP",0.9745,8.49529936762462,0,"Student-t",74,0
"RSA-CP (OT) (Ours)",0.9115,4.9707828758991,0,"Student-t",74,0
"SCP",0.9745,8.49529936762462,0,"Student-t",74,0.1
"RSA-CP (OT) (Ours)",0.9315,5.48775458544878,0,"Student-t",74,0.1
"SCP",0.9745,8.49529936762462,0,"Student-t",74,0.2
"RSA-CP (OT) (Ours)",0.913,4.99214480622166,0,"Student-t",74,0.2
"SCP",0.9745,8.49529936762462,0,"Student-t",74,0.3
"RSA-CP (OT) (Ours)",0.904,4.83230254756041,0,"Student-t",74,0.3
"SCP",0.9745,8.49529936762462,0,"Student-t",74,0.4
"RSA-CP (OT) (Ours)",0.8865,4.44086043484696,0,"Student-t",74,0.4
"SCP",0.9745,8.49529936762462,0,"Student-t",74,0.5
"RSA-CP (OT) (Ours)",0.9095,4.92460237888744,0.0199999999999818,"Student-t",74,0.5
"SCP",0.9895,13.5383886338077,0,"LogNormal",75,0
"RSA-CP (OT) (Ours)",0.9825,11.7569021121711,0,"LogNormal",75,0
"SCP",0.9895,13.5383886338077,0,"LogNormal",75,0.1
"RSA-CP (OT) (Ours)",0.9825,11.8493956280301,0,"LogNormal",75,0.1
"SCP",0.9895,13.5383886338077,0,"LogNormal",75,0.2
"RSA-CP (OT) (Ours)",0.9825,11.8323858738522,0,"LogNormal",75,0.2
"SCP",0.9895,13.5383886338077,0,"LogNormal",75,0.3
"RSA-CP (OT) (Ours)",0.9825,11.6295215665734,0,"LogNormal",75,0.3
"SCP",0.9895,13.5383886338077,0,"LogNormal",75,0.4
"RSA-CP (OT) (Ours)",0.9815,11.4975160721168,0.00999999999999091,"LogNormal",75,0.4
"SCP",0.9895,13.5383886338077,0,"LogNormal",75,0.5
"RSA-CP (OT) (Ours)",0.9825,11.735022654989,0,"LogNormal",75,0.5
"SCP",0.9675,7.80862579646693,0,"Student-t",75,0
"RSA-CP (OT) (Ours)",0.943,6.04342134863997,0,"Student-t",75,0
"SCP",0.9675,7.80862579646693,0,"Student-t",75,0.1
"RSA-CP (OT) (Ours)",0.942,6.0143113505341,0.0200000000000102,"Student-t",75,0.1
"SCP",0.9675,7.80862579646693,0,"Student-t",75,0.2
"RSA-CP (OT) (Ours)",0.9315,5.48040555513333,0,"Student-t",75,0.2
"SCP",0.9675,7.80862579646693,0,"Student-t",75,0.3
"RSA-CP (OT) (Ours)",0.9435,6.12349700906307,0,"Student-t",75,0.3
"SCP",0.9675,7.80862579646693,0,"Student-t",75,0.4
"RSA-CP (OT) (Ours)",0.937,5.7947241803499,0.00999999999999091,"Student-t",75,0.4
"SCP",0.9675,7.80862579646693,0,"Student-t",75,0.5
"RSA-CP (OT) (Ours)",0.9415,6.00095647617224,0,"Student-t",75,0.5
"SCP",0.9445,8.08319882895076,0,"LogNormal",76,0
"RSA-CP (OT) (Ours)",0.943,7.9806060528921,0.0200000000000102,"LogNormal",76,0
"SCP",0.9445,8.08319882895076,0,"LogNormal",76,0.1
"RSA-CP (OT) (Ours)",0.937,7.76257312279837,0,"LogNormal",76,0.1
"SCP",0.9445,8.08319882895076,0,"LogNormal",76,0.2
"RSA-CP (OT) (Ours)",0.938,7.79632142940237,0.00999999999999091,"LogNormal",76,0.2
"SCP",0.9445,8.08319882895076,0,"LogNormal",76,0.3
"RSA-CP (OT) (Ours)",0.943,7.99341413227533,0,"LogNormal",76,0.3
"SCP",0.9445,8.08319882895076,0,"LogNormal",76,0.4
