"Method","Cov","Width","Time","Dataset","Trial","Noise"
"SPI",0.968,9.85438416379426,0.0499999999999972,"LogNormal",32,2
"Synthetic-only",0.968,9.83315194124065,0,"LogNormal",32,2
"SCP",0.946,8.45558725514155,0,"LogNormal",32,3
"RSA-CP (OT) (Ours)",0.9405,8.31229927200797,0.0200000000000031,"LogNormal",32,3
"SPI",0.9835,11.974159599598,0.0399999999999991,"LogNormal",32,3
"Synthetic-only",0.9885,13.2114792857859,0,"LogNormal",32,3
"SCP",0.938,5.91489993130409,0,"Student-t",32,0.25
"RSA-CP (OT) (Ours)",0.907,5.06231940602879,0,"Student-t",32,0.25
"SPI",0.941,6.08183065399409,0.0499999999999972,"Student-t",32,0.25
"Synthetic-only",0.941,6.07614147383906,0,"Student-t",32,0.25
"SCP",0.938,5.91489993130409,0,"Student-t",32,0.5
"RSA-CP (OT) (Ours)",0.907,5.10699823351358,0.0200000000000031,"Student-t",32,0.5
"SPI",0.948,6.33666630741618,0.0399999999999991,"Student-t",32,0.5
"Synthetic-only",0.948,6.3328473955328,0,"Student-t",32,0.5
"SCP",0.938,5.91489993130409,0,"Student-t",32,1
"RSA-CP (OT) (Ours)",0.907,5.10365983736674,0,"Student-t",32,1
"SPI",0.9625,7.39173714231064,0.0499999999999972,"Student-t",32,1
"Synthetic-only",0.9625,7.36390146158927,0,"Student-t",32,1
"SCP",0.938,5.91489993130409,0,"Student-t",32,1.5
"RSA-CP (OT) (Ours)",0.9125,5.18820388201291,0.0200000000000031,"Student-t",32,1.5
"SPI",0.979,9.03728521468905,0.0399999999999991,"Student-t",32,1.5
"Synthetic-only",0.979,8.97475570698456,0,"Student-t",32,1.5
"SCP",0.938,5.91489993130409,0,"Student-t",32,2
"RSA-CP (OT) (Ours)",0.907,5.07343135861216,0,"Student-t",32,2
"SPI",0.985,10.0966216386439,0.0499999999999972,"Student-t",32,2
"Synthetic-only",0.985,10.0820234244501,0,"Student-t",32,2
"SCP",0.938,5.91489993130409,0,"Student-t",32,3
"RSA-CP (OT) (Ours)",0.9025,5.01329184390783,0.0200000000000031,"Student-t",32,3
"SPI",0.9955,13.3144290559041,0.0399999999999991,"Student-t",32,3
"Synthetic-only",0.9955,13.2514186214666,0,"Student-t",32,3
"SCP",0.897,6.56696104157749,0,"LogNormal",33,0.25
"RSA-CP (OT) (Ours)",0.8775,6.20026540814679,0.0200000000000031,"LogNormal",33,0.25
"SPI",0.862,5.92447445669785,0.0399999999999991,"LogNormal",33,0.25
"Synthetic-only",0.7275,4.29076408976891,0,"LogNormal",33,0.25
"SCP",0.897,6.56696104157749,0,"LogNormal",33,0.5
"RSA-CP (OT) (Ours)",0.879,6.22608742185501,0,"LogNormal",33,0.5
"SPI",0.862,5.92447445669785,0.0499999999999972,"LogNormal",33,0.5
"Synthetic-only",0.8065,5.05400303599794,0,"LogNormal",33,0.5
"SCP",0.897,6.56696104157749,0,"LogNormal",33,1
"RSA-CP (OT) (Ours)",0.876,6.18829101779966,0,"LogNormal",33,1
"SPI",0.9,6.6257738185098,0.0600000000000023,"LogNormal",33,1
"Synthetic-only",0.9015,6.67793772172831,0.0200000000000031,"LogNormal",33,1
"SCP",0.897,6.56696104157749,0,"LogNormal",33,1.5
"RSA-CP (OT) (Ours)",0.876,6.17843680753424,0,"LogNormal",33,1.5
"SPI",0.9,6.6257738185098,0.0499999999999972,"LogNormal",33,1.5
"Synthetic-only",0.946,8.42906239150892,0,"LogNormal",33,1.5
"SCP",0.897,6.56696104157749,0,"LogNormal",33,2
"RSA-CP (OT) (Ours)",0.876,6.18690850544814,0,"LogNormal",33,2
"SPI",0.9,6.6257738185098,0.0399999999999991,"LogNormal",33,2
"Synthetic-only",0.9705,10.0385905268145,0,"LogNormal",33,2
"SCP",0.897,6.56696104157749,0,"LogNormal",33,3
"RSA-CP (OT) (Ours)",0.879,6.21730368190884,0,"LogNormal",33,3
"SPI",0.9,6.6257738185098,0.0499999999999972,"LogNormal",33,3
"Synthetic-only",0.9905,13.6497603709383,0,"LogNormal",33,3
"SCP",0.98,9.13353912325656,0,"Student-t",33,0.25
"RSA-CP (OT) (Ours)",0.953,6.58867150195406,0,"Student-t",33,0.25
"SPI",0.9395,5.97748375855764,0.0600000000000023,"Student-t",33,0.25
"Synthetic-only",0.9395,5.96253295678471,0.0200000000000031,"Student-t",33,0.25
"SCP",0.98,9.13353912325656,0,"Student-t",33,0.5
"RSA-CP (OT) (Ours)",0.954,6.65393400823735,0,"Student-t",33,0.5
"SPI",0.954,6.69154323593403,0.0499999999999972,"Student-t",33,0.5
"Synthetic-only",0.954,6.68271140299129,0,"Student-t",33,0.5
"SCP",0.98,9.13353912325656,0,"Student-t",33,1
"RSA-CP (OT) (Ours)",0.949,6.4504517727462,0.0200000000000031,"Student-t",33,1
"SPI",0.9605,7.13370411348114,0.0399999999999991,"Student-t",33,1
"Synthetic-only",0.96,7.10902084899535,0,"Student-t",33,1
"SCP",0.98,9.13353912325656,0,"Student-t",33,1.5
"RSA-CP (OT) (Ours)",0.953,6.60761469354819,0,"Student-t",33,1.5
"SPI",0.9755,8.44285761210378,0.0500000000000043,"Student-t",33,1.5
"Synthetic-only",0.975,8.42806379041644,0,"Student-t",33,1.5
"SCP",0.98,9.13353912325656,0,"Student-t",33,2
"RSA-CP (OT) (Ours)",0.9415,6.10582792334837,0.00999999999999801,"Student-t",33,2
"SPI",0.985,9.82208826535051,0.0499999999999972,"Student-t",33,2
"Synthetic-only",0.9845,9.8155075331664,0,"Student-t",33,2
"SCP",0.98,9.13353912325656,0,"Student-t",33,3
"RSA-CP (OT) (Ours)",0.9505,6.48227510042664,0,"Student-t",33,3
"SPI",0.995,12.7214351109811,0.0500000000000043,"Student-t",33,3
"Synthetic-only",0.995,12.7118373202576,0,"Student-t",33,3
"SCP",0.922,7.57766601722442,0,"LogNormal",34,0.25
"RSA-CP (OT) (Ours)",0.92,7.42705522383294,0,"LogNormal",34,0.25
"SPI",0.917,7.33451556512104,0.0599999999999952,"LogNormal",34,0.25
"Synthetic-only",0.726,4.26142835824606,0.00999999999999801,"LogNormal",34,0.25
"SCP",0.922,7.57766601722442,0,"LogNormal",34,0.5
"RSA-CP (OT) (Ours)",0.92,7.42705522383294,0.0200000000000031,"LogNormal",34,0.5
"SPI",0.917,7.33451556512104,0.0300000000000011,"LogNormal",34,0.5
"Synthetic-only",0.8055,5.05244110306618,0,"LogNormal",34,0.5
"SCP",0.922,7.57766601722442,0,"LogNormal",34,1
"RSA-CP (OT) (Ours)",0.92,7.42705522383294,0,"LogNormal",34,1
"SPI",0.917,7.33451556512104,0.0599999999999952,"LogNormal",34,1
"Synthetic-only",0.897,6.56143028228412,0.00999999999999801,"LogNormal",34,1
"SCP",0.922,7.57766601722442,0,"LogNormal",34,1.5
"RSA-CP (OT) (Ours)",0.9205,7.45068586132829,0.0200000000000031,"LogNormal",34,1.5
"SPI",0.935,8.06912052226499,0.0300000000000011,"LogNormal",34,1.5
"Synthetic-only",0.935,8.06100268896484,0,"LogNormal",34,1.5
"SCP",0.922,7.57766601722442,0,"LogNormal",34,2
"RSA-CP (OT) (Ours)",0.919,7.42023039232032,0,"LogNormal",34,2
"SPI",0.9665,9.66719829763959,0.0599999999999952,"LogNormal",34,2
"Synthetic-only",0.9665,9.6642474582762,0.00999999999999801,"LogNormal",34,2
"SCP",0.922,7.57766601722442,0,"LogNormal",34,3
"RSA-CP (OT) (Ours)",0.9195,7.42524210612141,0.0200000000000031,"LogNormal",34,3
"SPI",0.986,12.7124043017497,0.0399999999999991,"LogNormal",34,3
"Synthetic-only",0.986,12.7927492948867,0,"LogNormal",34,3
"SCP",0.944,6.2202187049038,0,"Student-t",34,0.25
"RSA-CP (OT) (Ours)",0.9355,5.84229429395347,0,"Student-t",34,0.25
"SPI",0.9515,6.53088147291423,0.0500000000000043,"Student-t",34,0.25
"Synthetic-only",0.9515,6.52896693730741,0,"Student-t",34,0.25
"SCP",0.944,6.2202187049038,0,"Student-t",34,0.5
"RSA-CP (OT) (Ours)",0.936,5.85240396425336,0.00999999999999801,"Student-t",34,0.5
"SPI",0.9485,6.38613756251821,0.0499999999999972,"Student-t",34,0.5
"Synthetic-only",0.9485,6.38311934626824,0,"Student-t",34,0.5
"SCP",0.944,6.2202187049038,0,"Student-t",34,1
"RSA-CP (OT) (Ours)",0.9375,5.90753857174573,0,"Student-t",34,1
"SPI",0.9625,7.42628495224565,0.0500000000000043,"Student-t",34,1
"Synthetic-only",0.9625,7.41072448041631,0,"Student-t",34,1
"SCP",0.944,6.2202187049038,0,"Student-t",34,1.5
"RSA-CP (OT) (Ours)",0.9355,5.84407219183419,0.00999999999999801,"Student-t",34,1.5
"SPI",0.977,8.63767202336943,0.0499999999999972,"Student-t",34,1.5
"Synthetic-only",0.9765,8.62222691302123,0,"Student-t",34,1.5
"SCP",0.944,6.2202187049038,0,"Student-t",34,2
"RSA-CP (OT) (Ours)",0.936,5.85595736133388,0,"Student-t",34,2
"SPI",0.985,10.0928578606785,0.0500000000000043,"Student-t",34,2
"Synthetic-only",0.986,10.1931863721496,0,"Student-t",34,2
"SCP",0.944,6.2202187049038,0,"Student-t",34,3
"RSA-CP (OT) (Ours)",0.937,5.87677994106321,0.00999999999999801,"Student-t",34,3
"SPI",0.985,10.0928578606785,0.0499999999999972,"Student-t",34,3
"Synthetic-only",0.9955,12.9886138784823,0,"Student-t",34,3
"SCP",0.908,6.93406669742732,0,"LogNormal",35,0.25
"RSA-CP (OT) (Ours)",0.9015,6.66249657382777,0.0200000000000031,"LogNormal",35,0.25
"SPI",0.893,6.45947830399285,0.0399999999999991,"LogNormal",35,0.25
"Synthetic-only",0.7275,4.28704450403459,0,"LogNormal",35,0.25
"SCP",0.908,6.93406669742732,0,"LogNormal",35,0.5
"RSA-CP (OT) (Ours)",0.9015,6.66249657382777,0,"LogNormal",35,0.5
"SPI",0.893,6.45947830399285,0.0499999999999972,"LogNormal",35,0.5
"Synthetic-only",0.8055,5.0422713319598,0,"LogNormal",35,0.5
"SCP",0.908,6.93406669742732,0,"LogNormal",35,1
"RSA-CP (OT) (Ours)",0.9015,6.67801184191953,0.0200000000000031,"LogNormal",35,1
"SPI",0.902,6.71505539499623,0.0399999999999991,"LogNormal",35,1
"Synthetic-only",0.902,6.71210794196469,0,"LogNormal",35,1
"SCP",0.908,6.93406669742732,0,"LogNormal",35,1.5
"RSA-CP (OT) (Ours)",0.902,6.71229444376451,0.0200000000000031,"LogNormal",35,1.5
"SPI",0.9505,8.61334933188031,0.0300000000000011,"LogNormal",35,1.5
"Synthetic-only",0.9505,8.61279449192965,0,"LogNormal",35,1.5
"SCP",0.908,6.93406669742732,0,"LogNormal",35,2
"RSA-CP (OT) (Ours)",0.9015,6.67803894900507,0,"LogNormal",35,2
"SPI",0.964,9.40910882452237,0.0499999999999972,"LogNormal",35,2
"Synthetic-only",0.969,9.88245641645132,0,"LogNormal",35,2
"SCP",0.908,6.93406669742732,0,"LogNormal",35,3
"RSA-CP (OT) (Ours)",0.8995,6.61766998915802,0.0200000000000031,"LogNormal",35,3
"SPI",0.964,9.40910882452237,0.0399999999999991,"LogNormal",35,3
"Synthetic-only",0.9865,12.9229300376574,0,"LogNormal",35,3
"SCP",0.887,4.65168383952468,0,"Student-t",35,0.25
"RSA-CP (OT) (Ours)",0.88,4.42565304795086,0,"Student-t",35,0.25
"SPI",0.9425,6.1630973856489,0.0499999999999972,"Student-t",35,0.25
"Synthetic-only",0.944,6.20977887624861,0,"Student-t",35,0.25
"SCP",0.887,4.65168383952468,0,"Student-t",35,0.5
"RSA-CP (OT) (Ours)",0.8815,4.47703336741928,0.0200000000000031,"Student-t",35,0.5
"SPI",0.9425,6.1630973856489,0.0300000000000011,"Student-t",35,0.5
"Synthetic-only",0.96,7.09987029773174,0,"Student-t",35,0.5
"SCP",0.887,4.65168383952468,0,"Student-t",35,1
"RSA-CP (OT) (Ours)",0.8815,4.47090578274098,0,"Student-t",35,1
"SPI",0.9425,6.1630973856489,0.0599999999999952,"Student-t",35,1
"Synthetic-only",0.9635,7.48076070290461,0.00999999999999801,"Student-t",35,1
"SCP",0.887,4.65168383952468,0,"Student-t",35,1.5
"RSA-CP (OT) (Ours)",0.8815,4.4599875555847,0,"Student-t",35,1.5
"SPI",0.9425,6.1630973856489,0.0500000000000043,"Student-t",35,1.5
"Synthetic-only",0.973,8.23339663846139,0,"Student-t",35,1.5
"SCP",0.887,4.65168383952468,0,"Student-t",35,2
"RSA-CP (OT) (Ours)",0.8815,4.47650738826775,0,"Student-t",35,2
"SPI",0.9425,6.1630973856489,0.0599999999999952,"Student-t",35,2
"Synthetic-only",0.9835,9.64923492562782,0.00999999999999801,"Student-t",35,2
"SCP",0.887,4.65168383952468,0,"Student-t",35,3
"RSA-CP (OT) (Ours)",0.8815,4.46527908628547,0,"Student-t",35,3
"SPI",0.9425,6.1630973856489,0.0600000000000023,"Student-t",35,3
"Synthetic-only",0.9955,13.1533636106626,0,"Student-t",35,3
"SCP",0.9905,13.7173919189145,0,"LogNormal",36,0.25
"RSA-CP (OT) (Ours)",0.9885,13.241026485163,0.0200000000000031,"LogNormal",36,0.25
"SPI",0.986,12.8365454262038,0.0399999999999991,"LogNormal",36,0.25
"Synthetic-only",0.73,4.31407184987185,0,"LogNormal",36,0.25
"SCP",0.9905,13.7173919189145,0,"LogNormal",36,0.5
"RSA-CP (OT) (Ours)",0.9885,13.241026485163,0,"LogNormal",36,0.5
"SPI",0.986,12.8365454262038,0.0499999999999972,"LogNormal",36,0.5
"Synthetic-only",0.808,5.05715452490548,0,"LogNormal",36,0.5
"SCP",0.9905,13.7173919189145,0,"LogNormal",36,1
"RSA-CP (OT) (Ours)",0.9885,13.2233952914411,0,"LogNormal",36,1
"SPI",0.986,12.8365454262038,0.0399999999999991,"LogNormal",36,1
"Synthetic-only",0.9005,6.65515050660027,0,"LogNormal",36,1
"SCP",0.9905,13.7173919189145,0,"LogNormal",36,1.5
"RSA-CP (OT) (Ours)",0.9885,13.1705017102753,0.019999999999996,"LogNormal",36,1.5
"SPI",0.986,12.8365454262038,0.0500000000000043,"LogNormal",36,1.5
"Synthetic-only",0.9435,8.4019068528261,0,"LogNormal",36,1.5
"SCP",0.9905,13.7173919189145,0,"LogNormal",36,2
"RSA-CP (OT) (Ours)",0.9885,13.2592978624679,0,"LogNormal",36,2
"SPI",0.986,12.8365454262038,0.0399999999999991,"LogNormal",36,2
"Synthetic-only",0.972,10.2167547619117,0,"LogNormal",36,2
"SCP",0.9905,13.7173919189145,0,"LogNormal",36,3
"RSA-CP (OT) (Ours)",0.9885,13.1753902395831,0,"LogNormal",36,3
"SPI",0.986,12.8365454262038,0.0499999999999972,"LogNormal",36,3
"Synthetic-only",0.986,12.6297604410657,0,"LogNormal",36,3
"SCP",0.9815,9.36628293233303,0,"Student-t",36,0.25
"RSA-CP (OT) (Ours)",0.973,8.16720245482925,0.00999999999999801,"Student-t",36,0.25
"SPI",0.9625,7.29425199202911,0.0500000000000043,"Student-t",36,0.25
"Synthetic-only",0.944,6.23820928427619,0,"Student-t",36,0.25
"SCP",0.9815,9.36628293233303,0,"Student-t",36,0.5
"RSA-CP (OT) (Ours)",0.972,8.07554034164189,0,"Student-t",36,0.5
"SPI",0.9625,7.29425199202911,0.0499999999999972,"Student-t",36,0.5
"Synthetic-only",0.944,6.22930690998228,0,"Student-t",36,0.5
"SCP",0.9815,9.36628293233303,0,"Student-t",36,1
"RSA-CP (OT) (Ours)",0.972,8.1038886918465,0.00999999999999801,"Student-t",36,1
"SPI",0.9625,7.29425199202911,0.0500000000000043,"Student-t",36,1
"Synthetic-only",0.961,7.14217055211449,0,"Student-t",36,1
"SCP",0.9815,9.36628293233303,0,"Student-t",36,1.5
"RSA-CP (OT) (Ours)",0.971,8.03157906506693,0,"Student-t",36,1.5
"SPI",0.9785,8.88500205330697,0.0399999999999991,"Student-t",36,1.5
"Synthetic-only",0.9785,8.86489108886457,0,"Student-t",36,1.5
"SCP",0.9815,9.36628293233303,0,"Student-t",36,2
"RSA-CP (OT) (Ours)",0.97,7.94545819172284,0.019999999999996,"Student-t",36,2
"SPI",0.985,10.0824500982699,0.0500000000000043,"Student-t",36,2
"Synthetic-only",0.985,10.0650295208758,0,"Student-t",36,2
"SCP",0.9815,9.36628293233303,0,"Student-t",36,3
"RSA-CP (OT) (Ours)",0.973,8.28033254512728,0,"Student-t",36,3
"SPI",0.9935,12.4004462257107,0.0399999999999991,"Student-t",36,3
"Synthetic-only",0.9955,13.0345546748838,0,"Student-t",36,3
"SCP",0.9705,10.0540716003751,0,"LogNormal",37,0.25
"RSA-CP (OT) (Ours)",0.967,9.67561029848053,0,"LogNormal",37,0.25
"SPI",0.9625,9.28526432828412,0.0500000000000043,"LogNormal",37,0.25
"Synthetic-only",0.73,4.31357435686567,0,"LogNormal",37,0.25
"SCP",0.9705,10.0540716003751,0,"LogNormal",37,0.5
"RSA-CP (OT) (Ours)",0.9675,9.70141192594314,0.00999999999999801,"LogNormal",37,0.5
"SPI",0.9625,9.28526432828412,0.0500000000000043,"LogNormal",37,0.5
"Synthetic-only",0.8055,5.05117551413583,0,"LogNormal",37,0.5
"SCP",0.9705,10.0540716003751,0,"LogNormal",37,1
"RSA-CP (OT) (Ours)",0.966,9.64980867101791,0,"LogNormal",37,1
"SPI",0.9625,9.28526432828412,0.0499999999999972,"LogNormal",37,1
"Synthetic-only",0.8985,6.59640995081249,0,"LogNormal",37,1
"SCP",0.9705,10.0540716003751,0,"LogNormal",37,1.5
"RSA-CP (OT) (Ours)",0.9655,9.59820541609268,0,"LogNormal",37,1.5
"SPI",0.9625,9.28526432828412,0.0600000000000023,"LogNormal",37,1.5
"Synthetic-only",0.939,8.26825151254704,0.00999999999999801,"LogNormal",37,1.5
"SCP",0.9705,10.0540716003751,0,"LogNormal",37,2
"RSA-CP (OT) (Ours)",0.9655,9.59820541609268,0.00999999999999801,"LogNormal",37,2
"SPI",0.969,9.92715801314029,0.0399999999999991,"LogNormal",37,2
"Synthetic-only",0.969,9.91914763639112,0,"LogNormal",37,2
"SCP",0.9705,10.0540716003751,0,"LogNormal",37,3
"RSA-CP (OT) (Ours)",0.9655,9.58722420471112,0,"LogNormal",37,3
"SPI",0.9885,13.136216370796,0.0500000000000043,"LogNormal",37,3
"Synthetic-only",0.9885,13.1286931802227,0,"LogNormal",37,3
"SCP",0.9015,4.95384272260424,0,"Student-t",37,0.25
"RSA-CP (OT) (Ours)",0.8965,4.88317311632066,0,"Student-t",37,0.25
"SPI",0.949,6.42558308206941,0.0599999999999952,"Student-t",37,0.25
"Synthetic-only",0.949,6.40461581056205,0.00999999999999801,"Student-t",37,0.25
"SCP",0.9015,4.95384272260424,0,"Student-t",37,0.5
"RSA-CP (OT) (Ours)",0.8925,4.80307548900649,0,"Student-t",37,0.5
"SPI",0.949,6.4446102463386,0.0500000000000043,"Student-t",37,0.5
"Synthetic-only",0.949,6.4236413264683,0,"Student-t",37,0.5
"SCP",0.9015,4.95384272260424,0,"Student-t",37,1
"RSA-CP (OT) (Ours)",0.895,4.86673762584029,0.00999999999999801,"Student-t",37,1
"SPI",0.9625,7.28159941355931,0.0499999999999972,"Student-t",37,1
"Synthetic-only",0.9625,7.25890466937548,0,"Student-t",37,1
"SCP",0.9015,4.95384272260424,0,"Student-t",37,1.5
"RSA-CP (OT) (Ours)",0.8965,4.88121966776076,0,"Student-t",37,1.5
"SPI",0.964,7.51123297330482,0.0500000000000043,"Student-t",37,1.5
"Synthetic-only",0.973,8.24501292265126,0,"Student-t",37,1.5
"SCP",0.9015,4.95384272260424,0,"Student-t",37,2
"RSA-CP (OT) (Ours)",0.8955,4.87401885204117,0,"Student-t",37,2
"SPI",0.964,7.51123297330482,0.0600000000000023,"Student-t",37,2
"Synthetic-only",0.985,10.0744125008691,0.00999999999999801,"Student-t",37,2
"SCP",0.9015,4.95384272260424,0,"Student-t",37,3
"RSA-CP (OT) (Ours)",0.8965,4.89244441947181,0,"Student-t",37,3
"SPI",0.964,7.51123297330482,0.0499999999999972,"Student-t",37,3
"Synthetic-only",0.9955,12.8714721006385,0,"Student-t",37,3
"SCP",0.9125,7.12954602284026,0,"LogNormal",38,0.25
"RSA-CP (OT) (Ours)",0.9095,7.02681150451094,0,"LogNormal",38,0.25
"SPI",0.9085,6.96282499947956,0.0500000000000043,"LogNormal",38,0.25
"Synthetic-only",0.726,4.25583898870207,0,"LogNormal",38,0.25
"SCP",0.9125,7.12954602284026,0,"LogNormal",38,0.5
"RSA-CP (OT) (Ours)",0.91,7.03932272991344,0,"LogNormal",38,0.5
"SPI",0.9085,6.96282499947956,0.0599999999999952,"LogNormal",38,0.5
"Synthetic-only",0.8115,5.11788896903449,0.00999999999999801,"LogNormal",38,0.5
"SCP",0.9125,7.12954602284026,0,"LogNormal",38,1
"RSA-CP (OT) (Ours)",0.9095,7.02350550857221,0.0200000000000031,"LogNormal",38,1
"SPI",0.9085,6.96282499947956,0.0399999999999991,"LogNormal",38,1
"Synthetic-only",0.8995,6.6155724912342,0,"LogNormal",38,1
"SCP",0.9125,7.12954602284026,0,"LogNormal",38,1.5
"RSA-CP (OT) (Ours)",0.91,7.04560960025944,0,"LogNormal",38,1.5
"SPI",0.9135,7.17339037369827,0.0499999999999972,"LogNormal",38,1.5
"Synthetic-only",0.9405,8.29762200601186,0,"LogNormal",38,1.5
"SCP",0.9125,7.12954602284026,0,"LogNormal",38,2
"RSA-CP (OT) (Ours)",0.91,7.03152597504879,0,"LogNormal",38,2
"SPI",0.9135,7.17339037369827,0.0399999999999991,"LogNormal",38,2
"Synthetic-only",0.9705,10.0888633298975,0,"LogNormal",38,2
"SCP",0.9125,7.12954602284026,0,"LogNormal",38,3
"RSA-CP (OT) (Ours)",0.9095,7.0157174343098,0.0200000000000031,"LogNormal",38,3
"SPI",0.9135,7.17339037369827,0.029999999999994,"LogNormal",38,3
"Synthetic-only",0.9885,13.1024486801112,0,"LogNormal",38,3
"SCP",0.938,5.91439815453447,0,"Student-t",38,0.25
"RSA-CP (OT) (Ours)",0.926,5.59636295061199,0,"Student-t",38,0.25
"SPI",0.9485,6.3813264820292,0.0399999999999991,"Student-t",38,0.25
"Synthetic-only",0.9485,6.36888212565142,0,"Student-t",38,0.25
"SCP",0.938,5.91439815453447,0,"Student-t",38,0.5
"RSA-CP (OT) (Ours)",0.9245,5.56196928685808,0.0200000000000031,"Student-t",38,0.5
"SPI",0.956,6.81779830173172,0.0399999999999991,"Student-t",38,0.5
"Synthetic-only",0.956,6.81669220273313,0,"Student-t",38,0.5
"SCP",0.938,5.91439815453447,0,"Student-t",38,1
"RSA-CP (OT) (Ours)",0.9245,5.55899135781966,0,"Student-t",38,1
"SPI",0.9645,7.53917107145281,0.0499999999999972,"Student-t",38,1
"Synthetic-only",0.964,7.51555008318101,0,"Student-t",38,1
"SCP",0.938,5.91439815453447,0,"Student-t",38,1.5
"RSA-CP (OT) (Ours)",0.924,5.5342464568135,0.0200000000000031,"Student-t",38,1.5
"SPI",0.973,8.16237351629526,0.0399999999999991,"Student-t",38,1.5
"Synthetic-only",0.972,8.0775851990626,0,"Student-t",38,1.5
"SCP",0.938,5.91439815453447,0,"Student-t",38,2
"RSA-CP (OT) (Ours)",0.926,5.60393059577732,0,"Student-t",38,2
"SPI",0.975,8.39361064077975,0.0499999999999972,"Student-t",38,2
"Synthetic-only",0.984,9.69203527524598,0,"Student-t",38,2
"SCP",0.938,5.91439815453447,0,"Student-t",38,3
"RSA-CP (OT) (Ours)",0.925,5.56787125924763,0.0200000000000031,"Student-t",38,3
"SPI",0.975,8.39361064077975,0.0399999999999991,"Student-t",38,3
"Synthetic-only",0.9955,13.3449082503244,0,"Student-t",38,3
"SCP",0.9635,9.4004474738377,0,"LogNormal",39,0.25
"RSA-CP (OT) (Ours)",0.952,8.69166081409775,0,"LogNormal",39,0.25
"SPI",0.935,8.03315373156269,0.0700000000000003,"LogNormal",39,0.25
"Synthetic-only",0.7275,4.28792941275638,0.0200000000000031,"LogNormal",39,0.25
"SCP",0.9635,9.4004474738377,0,"LogNormal",39,0.5
"RSA-CP (OT) (Ours)",0.9505,8.62803225762559,0.00999999999999801,"LogNormal",39,0.5
"SPI",0.935,8.03315373156269,0.0300000000000011,"LogNormal",39,0.5
"Synthetic-only",0.809,5.06753404400301,0,"LogNormal",39,0.5
"SCP",0.9635,9.4004474738377,0,"LogNormal",39,1
"RSA-CP (OT) (Ours)",0.95,8.60494573695424,0,"LogNormal",39,1
"SPI",0.935,8.03315373156269,0.0499999999999972,"LogNormal",39,1
"Synthetic-only",0.9,6.62780206564938,0,"LogNormal",39,1
"SCP",0.9635,9.4004474738377,0,"LogNormal",39,1.5
"RSA-CP (OT) (Ours)",0.952,8.66276275509556,0.00999999999999801,"LogNormal",39,1.5
"SPI",0.946,8.46717097703104,0.0500000000000043,"LogNormal",39,1.5
"Synthetic-only",0.946,8.46320207511414,0,"LogNormal",39,1.5
"SCP",0.9635,9.4004474738377,0,"LogNormal",39,2
"RSA-CP (OT) (Ours)",0.95,8.59589828932775,0,"LogNormal",39,2
"SPI",0.968,9.77112437965853,0.0399999999999991,"LogNormal",39,2
"Synthetic-only",0.968,9.76595998338658,0,"LogNormal",39,2
"SCP",0.9635,9.4004474738377,0,"LogNormal",39,3
"RSA-CP (OT) (Ours)",0.9475,8.52072295107137,0,"LogNormal",39,3
"SPI",0.972,10.1720852280168,0.0700000000000003,"LogNormal",39,3
"Synthetic-only",0.9895,13.3455897382223,0.019999999999996,"LogNormal",39,3
"SCP",0.9765,8.59997065852125,0,"Student-t",39,0.25
"RSA-CP (OT) (Ours)",0.9645,7.54456464409542,0.00999999999999801,"Student-t",39,0.25
"SPI",0.956,6.82836827018703,0.0300000000000011,"Student-t",39,0.25
"Synthetic-only",0.954,6.75444991032563,0,"Student-t",39,0.25
"SCP",0.9765,8.59997065852125,0,"Student-t",39,0.5
"RSA-CP (OT) (Ours)",0.965,7.58649838640336,0,"Student-t",39,0.5
"SPI",0.956,6.82836827018703,0.0500000000000043,"Student-t",39,0.5
"Synthetic-only",0.949,6.45966357137595,0,"Student-t",39,0.5
