"Method","Cov","Width","Time","Dataset","Trial","N","N_cal"
"RSA-CP (OT) (Ours)",0.972,10.8435279485704,0,"LogNormal",78,3000,40
"SPI",0.9815,12.2753930089714,0.0699999999999932,"LogNormal",78,3000,40
"Synthetic-only",0.9815,12.2698679578918,0.0200000000000102,"LogNormal",78,3000,40
"SCP",0.9445,5.61936303624713,0,"Student-t",78,3000,40
"RSA-CP (OT) (Ours)",0.929,5.13857052400074,0,"Student-t",78,3000,40
"SPI",0.957,6.17524580389086,0.0400000000000205,"Student-t",78,3000,40
"Synthetic-only",0.9915,11.2814501919186,0,"Student-t",78,3000,40
"SCP",0.9665,10.1511602656647,0,"LogNormal",79,3000,40
"RSA-CP (OT) (Ours)",0.955,9.16873894623498,0,"LogNormal",79,3000,40
"SPI",0.9565,9.20347760638789,0.0500000000000114,"LogNormal",79,3000,40
"Synthetic-only",0.954,9.0988354043077,0,"LogNormal",79,3000,40
"SCP",0.967,6.75756598236046,0,"Student-t",79,3000,40
"RSA-CP (OT) (Ours)",0.95,5.82167044632835,0.00999999999999091,"Student-t",79,3000,40
"SPI",0.9715,7.1416502951879,0.0500000000000114,"Student-t",79,3000,40
"Synthetic-only",0.99,10.6627598368007,0,"Student-t",79,3000,40
"SCP",0.9835,12.7536399038933,0,"LogNormal",80,3000,40
"RSA-CP (OT) (Ours)",0.976,11.4976602579548,0,"LogNormal",80,3000,40
"SPI",0.9815,12.234330771756,0.0500000000000114,"LogNormal",80,3000,40
"Synthetic-only",0.9795,12.1069188134147,0,"LogNormal",80,3000,40
"SCP",0.959,6.33403775460038,0,"Student-t",80,3000,40
"RSA-CP (OT) (Ours)",0.9455,5.63177039321419,0.0199999999999818,"Student-t",80,3000,40
"SPI",0.982,8.507268843358,0.0400000000000205,"Student-t",80,3000,40
"Synthetic-only",0.9945,12.1212336032827,0,"Student-t",80,3000,40
"SCP",0.977,11.6380857528231,0,"LogNormal",81,3000,40
"RSA-CP (OT) (Ours)",0.9735,11.0998099597118,0.0199999999999818,"LogNormal",81,3000,40
"SPI",0.972,10.827930684354,0.0500000000000114,"LogNormal",81,3000,40
"Synthetic-only",0.953,9.03871160581902,0,"LogNormal",81,3000,40
"SCP",0.9585,6.30431143864716,0,"Student-t",81,3000,40
"RSA-CP (OT) (Ours)",0.952,5.94731365104267,0,"Student-t",81,3000,40
"SPI",0.9895,10.0883542283908,0.0600000000000023,"Student-t",81,3000,40
"Synthetic-only",0.9945,12.3027929896803,0.00999999999999091,"Student-t",81,3000,40
"SCP",0.938,8.18317138804068,0,"LogNormal",82,3000,40
"RSA-CP (OT) (Ours)",0.9215,7.6792598309969,0,"LogNormal",82,3000,40
"SPI",0.9405,8.23554726531011,0.0600000000000023,"LogNormal",82,3000,40
"Synthetic-only",0.9615,9.59919752954494,0.00999999999999091,"LogNormal",82,3000,40
"SCP",0.983,8.67360510599589,0,"Student-t",82,3000,40
"RSA-CP (OT) (Ours)",0.982,8.15876446426204,0,"Student-t",82,3000,40
"SPI",0.9895,10.0414912686998,0.0499999999999829,"Student-t",82,3000,40
"Synthetic-only",0.9895,10.3898095776247,0,"Student-t",82,3000,40
"SCP",0.8585,6.03743487853809,0,"LogNormal",83,3000,40
"RSA-CP (OT) (Ours)",0.822,5.49613958129321,0,"LogNormal",83,3000,40
"SPI",0.9175,7.49183778241846,0.0699999999999932,"LogNormal",83,3000,40
"Synthetic-only",0.963,9.73984444399297,0.0199999999999818,"LogNormal",83,3000,40
"SCP",0.9185,4.79232407118943,0,"Student-t",83,3000,40
"RSA-CP (OT) (Ours)",0.9155,4.71652093900882,0,"Student-t",83,3000,40
"SPI",0.9535,6.00844790683921,0.039999999999992,"Student-t",83,3000,40
"Synthetic-only",0.9945,12.3208552131583,0,"Student-t",83,3000,40
"SCP",0.957,9.25027155140852,0,"LogNormal",84,3000,40
"RSA-CP (OT) (Ours)",0.948,8.56658684629017,0,"LogNormal",84,3000,40
"SPI",0.953,9.0127359267124,0.0600000000000023,"LogNormal",84,3000,40
"Synthetic-only",0.9525,8.9872231534574,0.00999999999999091,"LogNormal",84,3000,40
"SCP",0.957,6.15370483791113,0,"Student-t",84,3000,40
"RSA-CP (OT) (Ours)",0.9535,6.01038088745858,0,"Student-t",84,3000,40
"SPI",0.9875,9.48585371287199,0.0499999999999829,"Student-t",84,3000,40
"Synthetic-only",0.9945,12.3294860998551,0,"Student-t",84,3000,40
"SCP",0.8585,6.04800077523059,0,"LogNormal",85,3000,40
"RSA-CP (OT) (Ours)",0.853,5.96553663032968,0,"LogNormal",85,3000,40
"SPI",0.9665,10.1207248203535,0.0699999999999932,"LogNormal",85,3000,40
"Synthetic-only",0.989,13.9377416306959,0.0199999999999818,"LogNormal",85,3000,40
"SCP",0.9685,6.9389686530946,0,"Student-t",85,3000,40
"RSA-CP (OT) (Ours)",0.9425,5.56376040044253,0,"Student-t",85,3000,40
"SPI",0.9905,10.8032491879073,0.039999999999992,"Student-t",85,3000,40
"Synthetic-only",0.9915,11.3087201549583,0,"Student-t",85,3000,40
"SCP",0.96,9.46815308040173,0,"LogNormal",86,3000,40
"RSA-CP (OT) (Ours)",0.9565,9.22083668164011,0,"LogNormal",86,3000,40
"SPI",0.9615,9.59390804336093,0.0600000000000023,"LogNormal",86,3000,40
"Synthetic-only",0.96,9.44522366509688,0.00999999999999091,"LogNormal",86,3000,40
"SCP",0.99,10.6767734526168,0,"Student-t",86,3000,40
"RSA-CP (OT) (Ours)",0.987,9.31924983270029,0,"Student-t",86,3000,40
"SPI",0.9905,10.8118858014587,0.0499999999999829,"Student-t",86,3000,40
"Synthetic-only",0.99,10.6560252430709,0,"Student-t",86,3000,40
"SCP",0.9525,8.91365847612488,0,"LogNormal",87,3000,40
"RSA-CP (OT) (Ours)",0.913,7.38673910256221,0,"LogNormal",87,3000,40
"SPI",0.955,9.170913787716,0.0499999999999829,"LogNormal",87,3000,40
"Synthetic-only",0.953,9.07643749798269,0,"LogNormal",87,3000,40
"SCP",0.972,7.24084384556472,0,"Student-t",87,3000,40
"RSA-CP (OT) (Ours)",0.9525,5.98700701694049,0,"Student-t",87,3000,40
"SPI",0.983,8.63843329569161,0.039999999999992,"Student-t",87,3000,40
"Synthetic-only",0.9915,10.9171005960661,0,"Student-t",87,3000,40
"SCP",0.903,7.05887808604241,0,"LogNormal",88,3000,40
"RSA-CP (OT) (Ours)",0.8995,6.95434648452882,0,"LogNormal",88,3000,40
"SPI",0.967,10.1798380069558,0.0499999999999829,"LogNormal",88,3000,40
"Synthetic-only",0.966,10.0470641063787,0,"LogNormal",88,3000,40
"SCP",0.903,4.49758847245121,0,"Student-t",88,3000,40
"RSA-CP (OT) (Ours)",0.8825,4.19979485997619,0,"Student-t",88,3000,40
"SPI",0.9895,10.4008689434905,0.0499999999999829,"Student-t",88,3000,40
"Synthetic-only",0.9915,11.3409778161779,0,"Student-t",88,3000,40
"SCP",0.975,11.2165670038087,0,"LogNormal",89,3000,40
"RSA-CP (OT) (Ours)",0.973,10.9953856579712,0,"LogNormal",89,3000,40
"SPI",0.9725,10.8737381068443,0.0499999999999829,"LogNormal",89,3000,40
"Synthetic-only",0.97,10.667586565925,0,"LogNormal",89,3000,40
"SCP",0.9855,9.01799278612199,0,"Student-t",89,3000,40
"RSA-CP (OT) (Ours)",0.9825,8.56606717589394,0.0200000000000102,"Student-t",89,3000,40
"SPI",0.9895,10.2600909700557,0.039999999999992,"Student-t",89,3000,40
"Synthetic-only",0.9945,12.1759570522457,0,"Student-t",89,3000,40
"SCP",0.969,10.4282108319197,0,"LogNormal",90,3000,40
"RSA-CP (OT) (Ours)",0.969,10.3478942321593,0,"LogNormal",90,3000,40
"SPI",0.974,11.1381739061707,0.0499999999999829,"LogNormal",90,3000,40
"Synthetic-only",0.973,10.9694990893444,0,"LogNormal",90,3000,40
"SCP",0.963,6.49186922213956,0,"Student-t",90,3000,40
"RSA-CP (OT) (Ours)",0.9435,5.56896209991111,0.0100000000000193,"Student-t",90,3000,40
"SPI",0.9905,10.7123988574774,0.0499999999999829,"Student-t",90,3000,40
"Synthetic-only",0.9915,11.222610976399,0,"Student-t",90,3000,40
"SCP",0.96,9.45945366494828,0,"LogNormal",91,3000,40
"RSA-CP (OT) (Ours)",0.9425,8.38334434690429,0.0100000000000193,"LogNormal",91,3000,40
"SPI",0.967,10.2319716226676,0.0499999999999829,"LogNormal",91,3000,40
"Synthetic-only",0.982,12.4431279197788,0,"LogNormal",91,3000,40
"SCP",0.9525,5.99590358687451,0,"Student-t",91,3000,40
"RSA-CP (OT) (Ours)",0.9155,4.71683496462005,0,"Student-t",91,3000,40
"SPI",0.9825,8.58852992739805,0.0600000000000023,"Student-t",91,3000,40
"Synthetic-only",0.994,11.9251583084547,0.0200000000000102,"Student-t",91,3000,40
"SCP",0.864,6.14080774861645,0,"LogNormal",92,3000,40
"RSA-CP (OT) (Ours)",0.8455,5.8266146221728,0.0200000000000102,"LogNormal",92,3000,40
"SPI",0.927,7.82006853181877,0.0499999999999829,"LogNormal",92,3000,40
"Synthetic-only",0.97,10.6944783454504,0,"LogNormal",92,3000,40
"SCP",0.9545,6.05435269586257,0,"Student-t",92,3000,40
"RSA-CP (OT) (Ours)",0.9505,5.83360497900392,0,"Student-t",92,3000,40
"SPI",0.972,7.28754356058871,0.0400000000000205,"Student-t",92,3000,40
"Synthetic-only",0.9935,11.9044783087197,0.0100000000000193,"Student-t",92,3000,40
"SCP",0.9505,8.78193230801768,0,"LogNormal",93,3000,40
"RSA-CP (OT) (Ours)",0.945,8.46388278467733,0,"LogNormal",93,3000,40
"SPI",0.969,10.3734481198831,0.0600000000000023,"LogNormal",93,3000,40
"Synthetic-only",0.9845,12.9729013382476,0.0100000000000193,"LogNormal",93,3000,40
"SCP",0.998,15.6041826183524,0,"Student-t",93,3000,40
"RSA-CP (OT) (Ours)",0.993,11.7818018655585,0,"Student-t",93,3000,40
"SPI",0.994,12.0102912537193,0.0500000000000114,"Student-t",93,3000,40
"Synthetic-only",0.994,11.989843451303,0,"Student-t",93,3000,40
"SCP",0.9615,9.55039130461009,0,"LogNormal",94,3000,40
"RSA-CP (OT) (Ours)",0.913,7.38308347102446,0,"LogNormal",94,3000,40
"SPI",0.9495,8.75292375511488,0.0500000000000114,"LogNormal",94,3000,40
"Synthetic-only",0.9495,8.73711119697952,0,"LogNormal",94,3000,40
"SCP",0.9685,6.92751829357955,0,"Student-t",94,3000,40
"RSA-CP (OT) (Ours)",0.9525,5.98700701694049,0,"Student-t",94,3000,40
"SPI",0.9915,10.9039350368152,0.0400000000000205,"Student-t",94,3000,40
"Synthetic-only",0.9915,11.3835756089578,0,"Student-t",94,3000,40
"SCP",0.9525,8.87312767093159,0,"LogNormal",95,3000,40
"RSA-CP (OT) (Ours)",0.9185,7.55397709710172,0,"LogNormal",95,3000,40
"SPI",0.963,9.74438400617536,0.0500000000000114,"LogNormal",95,3000,40
"Synthetic-only",0.96,9.42492835712025,0,"LogNormal",95,3000,40
"SCP",0.928,5.08863161071781,0,"Student-t",95,3000,40
"RSA-CP (OT) (Ours)",0.9125,4.67619653007308,0.00999999999999091,"Student-t",95,3000,40
"SPI",0.952,5.94223086881218,0.0500000000000114,"Student-t",95,3000,40
"Synthetic-only",0.9945,12.4537202303994,0,"Student-t",95,3000,40
"SCP",0.8835,6.5542531271675,0,"LogNormal",96,3000,40
"RSA-CP (OT) (Ours)",0.8725,6.26757313284955,0,"LogNormal",96,3000,40
"SPI",0.945,8.49590869938818,0.0500000000000114,"LogNormal",96,3000,40
"Synthetic-only",0.945,8.45110756034068,0,"LogNormal",96,3000,40
"SCP",0.971,7.09863372906405,0,"Student-t",96,3000,40
"RSA-CP (OT) (Ours)",0.9675,6.8826877795736,0.0199999999999818,"Student-t",96,3000,40
"SPI",0.9925,11.7076530431191,0.0400000000000205,"Student-t",96,3000,40
"Synthetic-only",0.992,11.5697864512646,0,"Student-t",96,3000,40
"SCP",0.948,8.59162764371561,0,"LogNormal",97,3000,40
"RSA-CP (OT) (Ours)",0.925,7.78303361249686,0.0199999999999818,"LogNormal",97,3000,40
"SPI",0.9605,9.53632092921445,0.0500000000000114,"LogNormal",97,3000,40
"Synthetic-only",0.989,13.9549025635978,0,"LogNormal",97,3000,40
"SCP",0.997,13.159906012465,0,"Student-t",97,3000,40
"RSA-CP (OT) (Ours)",0.993,11.7497071298411,0,"Student-t",97,3000,40
"SPI",0.9935,11.8669952237923,0.039999999999992,"Student-t",97,3000,40
"Synthetic-only",0.9935,11.862616979787,0.0200000000000102,"Student-t",97,3000,40
"SCP",0.9495,8.73667905910841,0,"LogNormal",98,3000,40
"RSA-CP (OT) (Ours)",0.9415,8.33753372205782,0.00999999999999091,"LogNormal",98,3000,40
"SPI",0.9615,9.57797135625828,0.0500000000000114,"LogNormal",98,3000,40
"Synthetic-only",0.9905,14.8619641794626,0,"LogNormal",98,3000,40
"SCP",0.9895,10.0146296637488,0,"Student-t",98,3000,40
"RSA-CP (OT) (Ours)",0.982,8.18268825715608,0,"Student-t",98,3000,40
"SPI",0.99,10.5553710232615,0.0499999999999829,"Student-t",98,3000,40
"Synthetic-only",0.9945,12.2554221881921,0,"Student-t",98,3000,40
"SCP",0.923,7.7174576565847,0,"LogNormal",99,3000,40
"RSA-CP (OT) (Ours)",0.917,7.48506640821804,0,"LogNormal",99,3000,40
"SPI",0.933,8.06661220524216,0.0699999999999932,"LogNormal",99,3000,40
"Synthetic-only",0.9305,7.99715196645452,0.0199999999999818,"LogNormal",99,3000,40
"SCP",0.952,5.96428863532254,0,"Student-t",99,3000,40
"RSA-CP (OT) (Ours)",0.9265,4.98046066172379,0,"Student-t",99,3000,40
"SPI",0.993,11.8049540251488,0.039999999999992,"Student-t",99,3000,40
"Synthetic-only",0.993,11.7342754257141,0,"Student-t",99,3000,40
"SCP",0.953,9.03674126777586,0,"LogNormal",100,3000,40
"RSA-CP (OT) (Ours)",0.9185,7.5742587027758,0,"LogNormal",100,3000,40
"SPI",0.9785,11.9173856993616,0.0600000000000023,"LogNormal",100,3000,40
"Synthetic-only",0.977,11.6181962805272,0.00999999999999091,"LogNormal",100,3000,40
"SCP",0.92,4.84797582689113,0,"Student-t",100,3000,40
"RSA-CP (OT) (Ours)",0.9155,4.7281727563992,0.0199999999999818,"Student-t",100,3000,40
"SPI",0.9915,11.2616650056561,0.0400000000000205,"Student-t",100,3000,40
"Synthetic-only",0.994,11.9540147509489,0,"Student-t",100,3000,40
"SCP",0.954,9.09383358603349,0,"LogNormal",1,3000,80
"RSA-CP (OT) (Ours)",0.9425,8.37994080038859,0.129999999999995,"LogNormal",1,3000,80
"SPI",0.9755,11.3098875031019,0.109999999999985,"LogNormal",1,3000,80
"Synthetic-only",0.979,11.9578740366031,0.00999999999999091,"LogNormal",1,3000,80
"SCP",0.9575,6.22281998439933,0,"Student-t",1,3000,80
"RSA-CP (OT) (Ours)",0.9545,6.0457031641654,0.0600000000000023,"Student-t",1,3000,80
"SPI",0.9825,8.56475610444424,0.0900000000000034,"Student-t",1,3000,80
"Synthetic-only",0.992,11.4827265823118,0,"Student-t",1,3000,80
"SCP",0.969,10.4843392967339,0,"LogNormal",2,3000,80
"RSA-CP (OT) (Ours)",0.9655,9.97521781853263,0.0200000000000102,"LogNormal",2,3000,80
"SPI",0.9505,8.82617393719915,0.0900000000000034,"LogNormal",2,3000,80
"Synthetic-only",0.9505,8.82144470656488,0.00999999999999091,"LogNormal",2,3000,80
"SCP",0.982,8.41746379333687,0.0199999999999818,"Student-t",2,3000,80
"RSA-CP (OT) (Ours)",0.982,8.35184985544671,0,"Student-t",2,3000,80
"SPI",0.9915,11.1260674492825,0.0900000000000034,"Student-t",2,3000,80
"Synthetic-only",0.9915,11.1125080126964,0,"Student-t",2,3000,80
"SCP",0.9155,7.45032994438257,0,"LogNormal",3,3000,80
"RSA-CP (OT) (Ours)",0.8815,6.50993585055226,0.0200000000000102,"LogNormal",3,3000,80
"SPI",0.9665,10.1075680979711,0.0900000000000034,"LogNormal",3,3000,80
"Synthetic-only",0.9665,10.1296648372816,0,"LogNormal",3,3000,80
"SCP",0.9735,7.34806433720946,0,"Student-t",3,3000,80
"RSA-CP (OT) (Ours)",0.963,6.53447836238844,0.0199999999999818,"Student-t",3,3000,80
"SPI",0.9915,10.8879889071096,0.0800000000000125,"Student-t",3,3000,80
"Synthetic-only",0.9915,11.0554228976126,0,"Student-t",3,3000,80
"SCP",0.9675,10.2747256658491,0,"LogNormal",4,3000,80
"RSA-CP (OT) (Ours)",0.9665,10.1698305869959,0.0200000000000102,"LogNormal",4,3000,80
"SPI",0.963,9.71915554473551,0.0699999999999932,"LogNormal",4,3000,80
"Synthetic-only",0.9525,8.93826303130677,0,"LogNormal",4,3000,80
"SCP",0.9535,6.00858819996255,0,"Student-t",4,3000,80
"RSA-CP (OT) (Ours)",0.952,5.95044539902221,0,"Student-t",4,3000,80
"SPI",0.9675,6.82845518626689,0.0900000000000034,"Student-t",4,3000,80
"Synthetic-only",0.9925,11.6425814122984,0,"Student-t",4,3000,80
"SCP",0.9465,8.55734984610934,0.0199999999999818,"LogNormal",5,3000,80
"RSA-CP (OT) (Ours)",0.94,8.23288989432152,0,"LogNormal",5,3000,80
"SPI",0.9495,8.75362957264392,0.0900000000000034,"LogNormal",5,3000,80
"Synthetic-only",0.9495,8.73548022293314,0,"LogNormal",5,3000,80
"SCP",0.993,11.7501813547319,0,"Student-t",5,3000,80
"RSA-CP (OT) (Ours)",0.9915,10.9497305584125,0.0200000000000102,"Student-t",5,3000,80
"SPI",0.9915,11.3260670487725,0.0900000000000034,"Student-t",5,3000,80
"Synthetic-only",0.9915,11.3136644312418,0,"Student-t",5,3000,80
"SCP",0.925,7.78311198015448,0,"LogNormal",6,3000,80
"RSA-CP (OT) (Ours)",0.918,7.51146444294492,0.0199999999999818,"LogNormal",6,3000,80
"SPI",0.945,8.48645303243542,0.0900000000000034,"LogNormal",6,3000,80
"Synthetic-only",0.9435,8.42758285828467,0,"LogNormal",6,3000,80
"SCP",0.983,8.74112675994407,0,"Student-t",6,3000,80
"RSA-CP (OT) (Ours)",0.9825,8.56423744555327,0,"Student-t",6,3000,80
"SPI",0.9875,9.77525759794582,0.0999999999999943,"Student-t",6,3000,80
"Synthetic-only",0.994,12.0052520529035,0,"Student-t",6,3000,80
"SCP",0.899,6.93078205335345,0,"LogNormal",7,3000,80
"RSA-CP (OT) (Ours)",0.8865,6.6311009490061,0,"LogNormal",7,3000,80
"SPI",0.936,8.119609158972,0.0999999999999943,"LogNormal",7,3000,80
"Synthetic-only",0.9305,7.98115051011275,0.0199999999999818,"LogNormal",7,3000,80
"SCP",0.974,7.46334853219271,0,"Student-t",7,3000,80
"RSA-CP (OT) (Ours)",0.965,6.66063546390504,0.00999999999999091,"Student-t",7,3000,80
"SPI",0.9875,9.52497296194412,0.0900000000000034,"Student-t",7,3000,80
"Synthetic-only",0.992,11.4846201002372,0,"Student-t",7,3000,80
"SCP",0.963,9.75591498799042,0,"LogNormal",8,3000,80
"RSA-CP (OT) (Ours)",0.955,9.16644599125312,0.0200000000000102,"LogNormal",8,3000,80
"SPI",0.953,9.05237449098064,0.0900000000000034,"LogNormal",8,3000,80
"Synthetic-only",0.9525,8.90296133125848,0,"LogNormal",8,3000,80
"SCP",0.9545,6.0496768216591,0,"Student-t",8,3000,80
"RSA-CP (OT) (Ours)",0.9515,5.89883428974876,0.0199999999999818,"Student-t",8,3000,80
"SPI",0.9595,6.3870470878954,0.0800000000000125,"Student-t",8,3000,80
"Synthetic-only",0.992,11.4427565228846,0.00999999999999091,"Student-t",8,3000,80
"SCP",0.966,10.0319828115128,0,"LogNormal",9,3000,80
"RSA-CP (OT) (Ours)",0.963,9.7882483344941,0.0200000000000102,"LogNormal",9,3000,80
"SPI",0.9485,8.63731106919786,0.0900000000000034,"LogNormal",9,3000,80
"Synthetic-only",0.945,8.51173756531405,0,"LogNormal",9,3000,80
"SCP",0.9815,8.01671272433786,0,"Student-t",9,3000,80
"RSA-CP (OT) (Ours)",0.9805,7.89239681681898,0,"Student-t",9,3000,80
"SPI",0.9905,10.7891655963894,0.0999999999999943,"Student-t",9,3000,80
"Synthetic-only",0.992,11.5912292580566,0,"Student-t",9,3000,80
"SCP",0.9415,8.34033742541944,0,"LogNormal",10,3000,80
"RSA-CP (OT) (Ours)",0.9305,8.01222873914125,0,"LogNormal",10,3000,80
"SPI",0.9505,8.81254458785256,0.110000000000014,"LogNormal",10,3000,80
"Synthetic-only",0.9495,8.70816693085945,0,"LogNormal",10,3000,80
"SCP",0.964,6.56437802556592,0,"Student-t",10,3000,80
"RSA-CP (OT) (Ours)",0.958,6.27586038178123,0,"Student-t",10,3000,80
"SPI",0.9875,9.35941237457057,0.0999999999999943,"Student-t",10,3000,80
"Synthetic-only",0.9925,11.6534689992398,0,"Student-t",10,3000,80
"SCP",0.9015,7.01954002676236,0,"LogNormal",11,3000,80
"RSA-CP (OT) (Ours)",0.8925,6.77965484175954,0.0200000000000102,"LogNormal",11,3000,80
"SPI",0.9365,8.15437980798509,0.0699999999999932,"LogNormal",11,3000,80
"Synthetic-only",0.9355,8.11703556583659,0,"LogNormal",11,3000,80
"SCP",0.974,7.46334853219271,0,"Student-t",11,3000,80
"RSA-CP (OT) (Ours)",0.972,7.24781224664123,0,"Student-t",11,3000,80
"SPI",0.9875,9.45802750582755,0.0900000000000034,"Student-t",11,3000,80
"Synthetic-only",0.9915,11.3585756626667,0,"Student-t",11,3000,80
"SCP",0.938,8.18018130524809,0,"LogNormal",12,3000,80
"RSA-CP (OT) (Ours)",0.93,7.97104872328605,0,"LogNormal",12,3000,80
"SPI",0.963,9.70485973601856,0.0900000000000034,"LogNormal",12,3000,80
"Synthetic-only",0.9615,9.55483001824891,0,"LogNormal",12,3000,80
"SCP",0.9685,6.92879016148629,0,"Student-t",12,3000,80
"RSA-CP (OT) (Ours)",0.963,6.52671893128835,0.0200000000000102,"Student-t",12,3000,80
"SPI",0.9775,7.68697438523279,0.0900000000000034,"Student-t",12,3000,80
"Synthetic-only",0.992,11.4437106477692,0,"Student-t",12,3000,80
"SCP",0.969,10.4286177479079,0,"LogNormal",13,3000,80
"RSA-CP (OT) (Ours)",0.965,9.89695518773576,0.0199999999999818,"LogNormal",13,3000,80
"SPI",0.976,11.5170002486262,0.0900000000000034,"LogNormal",13,3000,80
"Synthetic-only",0.975,11.1943636248215,0,"LogNormal",13,3000,80
"SCP",0.9625,6.48585886332581,0,"Student-t",13,3000,80
"RSA-CP (OT) (Ours)",0.941,5.52700685329395,0,"Student-t",13,3000,80
"SPI",0.9875,9.46934970838098,0.0999999999999943,"Student-t",13,3000,80
"Synthetic-only",0.9915,11.3981169092402,0,"Student-t",13,3000,80
"SCP",0.9515,8.86409974921732,0,"LogNormal",14,3000,80
"RSA-CP (OT) (Ours)",0.9495,8.67870745345913,0,"LogNormal",14,3000,80
"SPI",0.9705,10.7265703154502,0.0999999999999943,"LogNormal",14,3000,80
"Synthetic-only",0.9695,10.5801763563369,0,"LogNormal",14,3000,80
"SCP",0.966,6.71253465137984,0,"Student-t",14,3000,80
"RSA-CP (OT) (Ours)",0.965,6.66003374081904,0.00999999999999091,"Student-t",14,3000,80
"SPI",0.9905,10.7619221827607,0.0900000000000034,"Student-t",14,3000,80
"Synthetic-only",0.992,11.4767991590941,0,"Student-t",14,3000,80
"SCP",0.965,9.90211680022522,0,"LogNormal",15,3000,80
"RSA-CP (OT) (Ours)",0.9625,9.66916246198683,0.0200000000000102,"LogNormal",15,3000,80
"SPI",0.953,9.07062894267396,0.0900000000000034,"LogNormal",15,3000,80
"Synthetic-only",0.9495,8.74409392038987,0,"LogNormal",15,3000,80
"SCP",0.9695,6.9939726882931,0,"Student-t",15,3000,80
"RSA-CP (OT) (Ours)",0.967,6.73996510334405,0.0199999999999818,"Student-t",15,3000,80
"SPI",0.981,7.94841142470169,0.0800000000000125,"Student-t",15,3000,80
"Synthetic-only",0.9915,11.3770212832633,0,"Student-t",15,3000,80
"SCP",0.9695,10.5875841274522,0,"LogNormal",16,3000,80
"RSA-CP (OT) (Ours)",0.969,10.33946290105,0,"LogNormal",16,3000,80
"SPI",0.9595,9.33658825163744,0.0999999999999943,"LogNormal",16,3000,80
"Synthetic-only",0.959,9.32129085732995,0.0200000000000102,"LogNormal",16,3000,80
"SCP",0.923,4.90946913934047,0,"Student-t",16,3000,80
"RSA-CP (OT) (Ours)",0.9005,4.46283404926666,0.0100000000000193,"Student-t",16,3000,80
"SPI",0.9915,11.2022088826971,0.0999999999999943,"Student-t",16,3000,80
"Synthetic-only",0.9915,11.1978564370231,0,"Student-t",16,3000,80
"SCP",0.958,9.29598580395761,0,"LogNormal",17,3000,80
"RSA-CP (OT) (Ours)",0.934,8.08207834688485,0.00999999999999091,"LogNormal",17,3000,80
"SPI",0.9485,8.634714091643,0.0999999999999943,"LogNormal",17,3000,80
